# Array shape: (9, 15, 4)
0.00    0.00    0.00    0.00   
0.00    0.00    36.29   0.00   
0.00    22.41   128.15  0.00   
0.00    0.00    0.00    38.85  
0.00    0.00    11.34   0.00   
0.00    0.00    10.53   7.38   
32.38   0.00    30.49   11.52  
0.00    0.00    0.00    20.07  
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
# New slice
0.00    0.00    125.37  0.00   
19.80   101.11  120.32  51.00  
18.99   0.00    134.21  115.21 
0.00    0.00    0.00    0.00   
0.00    55.35   150.80  0.00   
18.34   31.10   162.09  0.00   
22.20   0.00    12.78   35.64  
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
# New slice
18.54   136.66  122.99  115.83 
124.73  122.77  100.59  131.51 
138.55  116.71  0.00    110.52 
0.00    114.01  88.22   75.23  
155.16  98.57   148.40  87.48  
20.14   36.80   179.87  162.00 
0.00    13.32   0.00    52.39  
0.00    11.88   0.00    0.00   
0.00    0.00    11.88   0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
# New slice
128.16  0.00    13.32   120.37 
104.42  92.76   38.62   0.00   
123.57  0.00    41.61   0.00   
67.64   0.00    141.17  0.00   
68.54   181.11  144.86  141.02 
127.06  0.00    179.02  191.89 
0.00    0.00    0.00    10.62  
0.00    0.00    0.00    12.51  
0.00    0.00    0.00    13.14  
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
# New slice
0.00    65.16   0.00    0.00   
54.56   0.00    24.12   0.00   
101.66  104.69  0.00    17.37  
126.23  122.96  0.00    117.10 
151.16  142.17  28.89   108.29 
192.40  0.00    0.00    158.14 
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
# New slice
0.00    0.00    0.00    0.00   
0.00    86.19   0.00    0.00   
0.00    89.16   0.00    0.00   
44.82   105.27  25.20   0.00   
0.00    0.00    0.00    68.71  
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
# New slice
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
21.24   0.00    0.00    0.00   
0.00    0.00    0.00    22.41  
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
# New slice
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
# New slice
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
0.00    0.00    0.00    0.00   
# New slice
